date,HDD,daily_mean_wind10m,daily_mean_t2m
1950-01-01,12.197371,3.000725,3.3026292
1950-01-02,7.4669886,5.377929,8.033011
1950-01-03,6.5125666,4.964889,8.987433
1950-01-04,7.3290443,4.928288,8.170956
1950-01-05,8.124248,5.5995955,7.375752
1950-01-06,9.518568,7.220307,5.981432
1950-01-07,6.6823535,5.522961,8.817647
1950-01-08,7.9432387,4.3251185,7.5567613
1950-01-09,8.905273,2.7364514,6.594726
1950-01-10,6.8084707,4.0083466,8.691529
1950-01-11,5.172726,4.477369,10.327273
1950-01-12,9.437209,3.2295105,6.0627904
1950-01-13,8.19859,4.396589,7.30141
1950-01-14,7.6777587,3.7260714,7.8222413
1950-01-15,7.1603904,6.472515,8.33961
1950-01-16,10.624184,5.264104,4.875817
1950-01-17,11.141875,4.764957,4.3581247
1950-01-18,13.063628,2.7357366,2.4363716
1950-01-19,14.868519,2.9309657,0.6314807
1950-01-20,15.423492,4.280301,0.07650758
1950-01-21,15.440191,3.5214999,0.059808616
1950-01-22,13.271046,2.48572,2.2289538
1950-01-23,13.5078745,3.6084254,1.9921252
1950-01-24,16.536386,3.3714552,-1.0363868
1950-01-25,16.816149,2.0198085,-1.3161484
1950-01-26,17.152134,2.026534,-1.6521343
1950-01-27,15.83336,2.5405598,-0.33335996
1950-01-28,15.723045,5.0976233,-0.2230456
1950-01-29,16.84422,5.4183545,-1.3442189
1950-01-30,15.208366,4.58503,0.2916337
1950-01-31,12.721023,3.3805091,2.7789776
1950-02-01,13.017721,6.2653756,2.4822786
1950-02-02,10.200306,6.9737396,5.2996936
1950-02-03,7.854178,7.3754296,7.645822
1950-02-04,9.937181,4.63051,5.562818
1950-02-05,11.100012,5.8949013,4.3999877
1950-02-06,12.013068,5.6917624,3.486932
1950-02-07,11.300714,4.9346223,4.199287
1950-02-08,11.832529,5.772491,3.6674707
1950-02-09,11.400237,4.787756,4.0997624
1950-02-10,7.163243,8.246195,8.336757
1950-02-11,10.458897,9.1908455,5.041104
1950-02-12,10.714073,6.781853,4.7859263
1950-02-13,11.99619,5.6310673,3.5038106
1950-02-14,12.279449,4.942683,3.2205508
1950-02-15,6.340975,8.072389,9.159025
1950-02-16,5.4081206,8.772144,10.09188
1950-02-17,5.7484565,7.2442203,9.751544
1950-02-18,5.9253507,5.6484027,9.574649
1950-02-19,9.137149,3.5766332,6.3628516
1950-02-20,8.314607,5.498058,7.185394
1950-02-21,10.944382,3.0527532,4.5556183
1950-02-22,11.99354,3.1764352,3.50646
1950-02-23,10.408032,3.006543,5.091967
1950-02-24,8.811776,3.5907176,6.6882243
1950-02-25,12.396855,5.334589,3.1031444
1950-02-26,15.042483,4.529362,0.45751643
1950-02-27,15.497875,2.0855613,0.0021244735
1950-02-28,14.307194,3.3028657,1.1928058
1950-03-01,13.9475155,2.6020405,1.5524846
1950-03-02,10.790655,5.564068,4.7093453
1950-03-03,7.5015497,5.739651,7.99845
1950-03-04,8.302944,4.1437116,7.197056
1950-03-05,8.488876,2.8443325,7.0111237
1950-03-06,9.482199,2.3093827,6.0178013
1950-03-07,9.225835,2.2763743,6.2741656
1950-03-08,8.386416,2.7432039,7.113583
1950-03-09,8.413233,3.728611,7.0867667
1950-03-10,10.2229395,3.5458193,5.2770605
1950-03-11,9.425845,5.8501744,6.0741544
1950-03-12,10.776349,3.4093578,4.723651
1950-03-13,13.145607,2.8611104,2.354393
1950-03-14,11.778734,2.7678063,3.721266
1950-03-15,7.3859386,5.225058,8.114061
1950-03-16,5.5383887,8.14737,9.961612
1950-03-17,6.6394,7.884646,8.8606
1950-03-18,5.4986386,7.9062333,10.001361
1950-03-19,7.4176626,6.009376,8.082337
1950-03-20,6.9447207,4.715966,8.55528
1950-03-21,7.411273,2.0078218,8.088727
1950-03-22,7.9762654,4.1020155,7.5237346
1950-03-23,5.0609536,3.849291,10.439046
1950-03-24,6.6297626,3.9825146,8.870237
1950-03-25,7.7365546,3.5919545,7.7634454
1950-03-26,8.787556,3.275212,6.7124443
1950-03-27,8.647212,3.8290374,6.8527884
1950-03-28,9.482167,3.5527127,6.017833
1950-03-29,9.544224,3.8948448,5.955776
1950-03-30,9.55797,3.7260044,5.9420295
1950-03-31,7.609995,5.00013,7.890005
1950-04-01,5.8287854,6.966675,9.671214
1950-04-02,8.267136,8.469684,7.2328644
1950-04-03,8.960848,6.3729386,6.539152
1950-04-04,9.818126,4.2502103,5.6818748
1950-04-05,9.023657,4.318401,6.4763427
1950-04-06,7.379934,2.8298495,8.120067
1950-04-07,5.665168,4.838814,9.834832
1950-04-08,5.899461,8.564646,9.600539
1950-04-09,8.372176,9.061184,7.1278243
1950-04-10,9.564276,8.315201,5.9357243
1950-04-11,9.1250515,6.436275,6.374948
1950-04-12,10.486,3.902254,5.014
1950-04-13,10.96568,2.5657,4.53432
1950-04-14,11.408152,2.3242476,4.091848
1950-04-15,10.3709135,3.0204933,5.129087
1950-04-16,9.336613,2.7241156,6.1633873
1950-04-17,8.71644,4.5652766,6.78356
1950-04-18,8.45637,3.8250196,7.043629
1950-04-19,7.037457,5.201605,8.462543
1950-04-20,6.570991,2.8260796,8.9290085
1950-04-21,6.047626,2.8508883,9.452374
1950-04-22,6.6332626,3.5334387,8.866737
1950-04-23,7.301264,4.3290544,8.198736
1950-04-24,11.057105,7.519076,4.4428954
1950-04-25,13.343268,5.322394,2.1567311
1950-04-26,11.23802,5.4328823,4.2619805
1950-04-27,9.173052,5.441895,6.3269477
1950-04-28,7.7193675,5.922226,7.7806325
1950-04-29,7.43786,3.4739463,8.06214
1950-04-30,4.5995717,4.722467,10.900429
1950-05-01,4.6382203,5.291708,10.861779
1950-05-02,5.475736,5.7004714,10.024264
1950-05-03,5.6110754,3.854707,9.888925
1950-05-04,7.1848774,2.392708,8.315123
1950-05-05,7.7542305,2.749603,7.7457695
1950-05-06,7.1657896,3.870786,8.33421
1950-05-07,5.713701,2.4823122,9.7863
1950-05-08,5.4360394,4.3060265,10.06396
1950-05-09,4.057212,3.7270803,11.442788
1950-05-10,2.6650088,4.941491,12.834991
1950-05-11,1.8068663,4.926252,13.693133
1950-05-12,1.5816597,4.610148,13.91834
1950-05-13,3.335938,4.1277404,12.1640625
1950-05-14,5.613699,4.674911,9.886301
1950-05-15,7.363382,5.0764966,8.136618
1950-05-16,8.209511,3.5915012,7.290489
1950-05-17,7.546886,2.5663598,7.953114
1950-05-18,7.0464025,2.1062171,8.453597
1950-05-19,5.990822,2.4283943,9.509178
1950-05-20,4.7224426,3.7057369,10.777557
1950-05-21,3.2095497,4.247199,12.29045
1950-05-22,2.8067484,3.2751894,12.693252
1950-05-23,3.0275514,3.0535803,12.472449
1950-05-24,6.065606,4.827771,9.434394
1950-05-25,6.8760147,5.088463,8.623985
1950-05-26,6.112772,2.7876854,9.387228
1950-05-27,5.095355,5.4988894,10.404645
1950-05-28,4.2407837,5.7106514,11.259216
1950-05-29,2.9899778,5.7153053,12.510022
1950-05-30,1.5836352,4.031222,13.916366
1950-05-31,0.37553445,2.5824668,15.124466
1950-06-01,0.17627627,3.6110537,15.323724
1950-06-02,0.0,3.083532,15.744859
1950-06-03,0.0,2.0630076,17.32752
1950-06-04,0.0,2.3019733,18.59412
1950-06-05,0.0,2.131208,20.095549
1950-06-06,0.0,3.338363,21.383278
1950-06-07,0.0,2.7213955,20.30843
1950-06-08,0.0,3.8793604,15.515912
1950-06-09,2.0924516,3.4723136,13.407548
1950-06-10,0.0,2.7464435,15.661843
1950-06-11,0.0,3.308296,16.691063
1950-06-12,0.0,4.4442453,16.37232
1950-06-13,0.0,3.4954424,15.934818
1950-06-14,2.8814354,3.316557,12.618565
1950-06-15,3.9874375,3.9725838,11.512563
1950-06-16,2.6268814,4.140448,12.873118
1950-06-17,1.3662695,4.711561,14.133731
1950-06-18,0.91648483,4.9108634,14.583515
1950-06-19,0.017580528,2.905057,15.482419
1950-06-20,0.0,3.5286741,15.767345
1950-06-21,2.5754294,4.4274487,12.924571
1950-06-22,2.9518344,5.761671,12.548165
1950-06-23,2.6377697,5.021721,12.862231
1950-06-24,1.699076,4.1531444,13.800923
1950-06-25,0.0,3.3756335,16.163046
1950-06-26,0.0,4.589382,16.80623
1950-06-27,0.0,5.225014,17.68202
1950-06-28,0.0,5.434683,17.688372
1950-06-29,0.0,5.784658,17.835398
1950-06-30,0.0,5.449724,15.79649
1950-07-01,0.9546435,2.9500847,14.545357
1950-07-02,0.004726262,2.2188768,15.495274
1950-07-03,1.3108723,5.0060716,14.189128
1950-07-04,1.5207899,3.7305956,13.97921
1950-07-05,0.7548768,2.8194206,14.745124
1950-07-06,0.6215964,2.6717618,14.878404
1950-07-07,0.0,2.2043753,16.302109
1950-07-08,0.0,3.7655375,16.770971
1950-07-09,0.0,4.068748,18.848104
1950-07-10,0.0,5.01556,15.576173
1950-07-11,0.0,6.2485623,15.555779
1950-07-12,0.1509976,3.433883,15.349003
1950-07-13,0.0,4.087047,16.282085
1950-07-14,0.0,5.1085725,15.839007
1950-07-15,0.44807965,5.7252846,15.051921
1950-07-16,0.0,6.6692452,15.694528
1950-07-17,0.56775856,6.496327,14.9322405
1950-07-18,0.0,5.660046,16.203283
1950-07-19,0.0,4.4805818,18.804861
1950-07-20,0.0,3.3057203,17.526297
1950-07-21,0.0,3.1562974,17.061024
1950-07-22,0.0,4.565772,15.697964
1950-07-23,0.0,5.6588974,15.540187
1950-07-24,0.012797238,5.131206,15.487203
1950-07-25,0.8257641,3.5677996,14.674236
1950-07-26,0.46261308,2.5593767,15.037387
1950-07-27,0.5134915,2.8165057,14.986508
1950-07-28,0.7854339,2.1980858,14.714566
1950-07-29,0.3636628,2.2741928,15.136337
1950-07-30,0.37474436,3.954026,15.125256
1950-07-31,0.0,3.2847881,16.745405
1950-08-01,0.2542176,3.5638535,15.245782
1950-08-02,2.054629,3.5093915,13.445371
1950-08-03,1.2258679,4.241719,14.274132
1950-08-04,0.0,2.5057213,16.16913
1950-08-05,0.0,3.6821177,17.674181
1950-08-06,0.0,2.747444,18.366686
1950-08-07,0.0,1.9121027,17.588875
1950-08-08,0.0,3.8814867,16.901613
1950-08-09,0.0,6.6133766,17.167826
1950-08-10,0.0,4.895308,15.570037
1950-08-11,0.0,5.2809076,15.838239
1950-08-12,0.0,4.7957726,16.212831
1950-08-13,0.0,3.6920166,16.521177
1950-08-14,0.5592335,3.4504979,14.940766
1950-08-15,0.0,5.8166804,16.097383
1950-08-16,1.5121201,5.6217837,13.98788
1950-08-17,3.1457095,5.193812,12.354291
1950-08-18,2.7051437,5.213577,12.794856
1950-08-19,1.7222813,4.6797476,13.777719
1950-08-20,0.0,5.6759534,15.783874
1950-08-21,0.0,2.5327327,16.630095
1950-08-22,0.0,3.6667058,16.564688
1950-08-23,0.0,2.7815726,15.776937
1950-08-24,1.3064053,5.079601,14.193595
1950-08-25,0.6660707,5.2988524,14.83393
1950-08-26,0.0,5.5954857,15.54922
1950-08-27,1.6414984,4.5250745,13.858501
1950-08-28,2.4962335,2.522131,13.003766
1950-08-29,2.192116,3.967928,13.307884
1950-08-30,1.9811395,3.173103,13.51886
1950-08-31,0.9465269,2.6909387,14.553473
1950-09-01,0.5475902,3.001666,14.952411
1950-09-02,1.6982965,5.5786624,13.801703
1950-09-03,3.662547,4.0315275,11.837453
1950-09-04,0.0,5.3210983,16.332426
1950-09-05,1.2064197,4.564522,14.29358
1950-09-06,3.135379,6.6034684,12.364621
1950-09-07,2.3447735,7.491589,13.155227
1950-09-08,3.3057508,5.18654,12.194249
1950-09-09,1.3176737,2.7288692,14.182326
1950-09-10,0.2963762,3.7376204,15.203624
1950-09-11,0.8857606,6.349664,14.61424
1950-09-12,1.6815013,6.3567624,13.8185
1950-09-13,0.81190455,6.5339017,14.688095
1950-09-14,1.3064667,6.5174108,14.193534
1950-09-15,3.2612414,3.6980822,12.238759
1950-09-16,3.6002016,5.6589985,11.899798
1950-09-17,2.4985695,10.10759,13.0014305
1950-09-18,4.0329385,7.386766,11.467061
1950-09-19,4.1916337,3.5898674,11.308366
1950-09-20,4.4415526,5.2543344,11.058448
1950-09-21,5.423161,6.08962,10.0768385
1950-09-22,5.61509,6.190717,9.88491
1950-09-23,5.5417886,4.9836054,9.958211
1950-09-24,2.7546887,5.7980742,12.745312
1950-09-25,4.736674,4.6033683,10.763326
1950-09-26,5.490337,5.5873966,10.009664
1950-09-27,6.2648478,5.1408544,9.235152
1950-09-28,0.96937215,6.4498477,14.530628
1950-09-29,3.6577613,3.4303925,11.842239
1950-09-30,2.6284344,3.8270948,12.871566
1950-10-01,4.5541825,7.042776,10.945817
1950-10-02,4.9880114,6.811339,10.511989
1950-10-03,4.7726316,5.6388965,10.727368
1950-10-04,1.5197372,6.337067,13.980263
1950-10-05,0.3027049,5.6158338,15.197295
1950-10-06,2.454329,6.1385055,13.0456705
1950-10-07,3.555497,6.4143105,11.944503
1950-10-08,6.0937023,6.0007763,9.406298
1950-10-09,8.00428,5.447821,7.49572
1950-10-10,5.8724923,6.620075,9.627507
1950-10-11,6.2481003,4.6952167,9.2519
1950-10-12,3.7414215,4.324021,11.758578
1950-10-13,3.469787,5.115569,12.030212
1950-10-14,5.70987,4.693026,9.790131
1950-10-15,6.4611406,3.0708523,9.038859
1950-10-16,6.0570264,3.3361924,9.442973
1950-10-17,3.887971,6.1632905,11.612029
1950-10-18,3.0349808,4.347253,12.465019
1950-10-19,3.3057227,3.2409344,12.194278
1950-10-20,4.3208117,2.150009,11.179188
1950-10-21,6.068102,3.7001617,9.431898
1950-10-22,6.7551627,2.122903,8.744838
1950-10-23,6.9234424,3.3647888,8.576558
1950-10-24,7.206493,3.8424776,8.293508
1950-10-25,8.297865,4.106975,7.2021356
1950-10-26,9.814895,3.798955,5.685106
1950-10-27,11.988049,2.6140125,3.5119514
1950-10-28,13.586202,2.8741,1.9137983
1950-10-29,12.223787,3.5547009,3.2762125
1950-10-30,11.2158985,3.7350528,4.2841015
1950-10-31,9.183383,2.441151,6.3166175
1950-11-01,8.943986,2.9946249,6.5560145
1950-11-02,9.002588,3.6798751,6.497412
1950-11-03,8.718764,6.298246,6.781236
1950-11-04,8.967363,4.8735843,6.532636
1950-11-05,10.357402,4.063968,5.1425986
1950-11-06,10.690331,3.6804132,4.8096685
1950-11-07,12.0882635,2.6414695,3.4117367
1950-11-08,7.2845397,6.6339,8.215461
1950-11-09,6.9225025,4.68458,8.5774975
1950-11-10,7.5330863,3.2233627,7.9669137
1950-11-11,9.10399,4.9206185,6.396011
1950-11-12,8.800591,5.4225373,6.699409
1950-11-13,9.426534,6.5382733,6.073466
1950-11-14,10.6364155,5.3802223,4.8635845
1950-11-15,11.593982,3.5215533,3.906018
1950-11-16,10.850456,2.9162512,4.649544
1950-11-17,11.561136,3.0966141,3.9388635
1950-11-18,10.543609,5.343823,4.956391
1950-11-19,9.775863,5.876925,5.724138
1950-11-20,9.772049,4.653855,5.7279506
1950-11-21,9.732114,5.6366405,5.7678866
1950-11-22,9.651128,4.9341407,5.8488717
1950-11-23,9.763884,4.51165,5.7361164
1950-11-24,12.298506,2.2854679,3.2014945
1950-11-25,15.055284,2.1236448,0.44471666
1950-11-26,15.79102,2.1786716,-0.29102004
1950-11-27,13.455291,4.18152,2.0447092
1950-11-28,5.6107135,6.4571037,9.889286
1950-11-29,9.104384,7.3700733,6.395615
1950-11-30,8.382147,7.964243,7.1178527
1950-12-01,8.830829,8.193337,6.669172
1950-12-02,12.71958,4.3026705,2.78042
1950-12-03,15.653263,4.1594276,-0.15326263
1950-12-04,16.49245,3.9828422,-0.9924512
1950-12-05,17.5106,3.9735956,-2.0105982
1950-12-06,15.101659,4.260449,0.39834127
1950-12-07,11.027008,5.847033,4.472992
1950-12-08,12.16559,2.6310794,3.3344095
1950-12-09,10.35194,2.8910816,5.1480603
1950-12-10,8.789186,6.114855,6.710814
1950-12-11,13.226386,3.9750578,2.273614
1950-12-12,15.451882,3.6550562,0.04811735
1950-12-13,17.291365,2.405511,-1.7913648
1950-12-14,16.275953,3.1099901,-0.77595323
1950-12-15,18.590443,5.516569,-3.0904434
1950-12-16,16.950325,5.06758,-1.450325
1950-12-17,14.532159,6.2411213,0.96784073
1950-12-18,14.827804,2.9766092,0.67219657
1950-12-19,13.257683,2.3078907,2.242317
1950-12-20,13.696666,4.5380692,1.8033339
1950-12-21,15.6945915,3.7594557,-0.19459148
1950-12-22,15.339982,5.357618,0.1600176
1950-12-23,15.017274,3.9602559,0.48272648
1950-12-24,15.694744,2.0443888,-0.19474413
1950-12-25,15.900872,2.7110527,-0.40087268
1950-12-26,15.7965765,3.5421388,-0.29657614
1950-12-27,15.286926,4.2564116,0.21307342
1950-12-28,16.302319,4.0170407,-0.8023195
1950-12-29,17.647585,2.3723452,-2.1475859
1950-12-30,17.02324,3.298424,-1.5232385
1950-12-31,14.920532,3.7085743,0.57946736
1951-01-01,15.6695175,3.802822,-0.16951752
1951-01-02,16.44771,3.963131,-0.9477093
1951-01-03,15.921534,3.5369208,-0.42153332
1951-01-04,12.318504,4.737117,3.1814957
1951-01-05,10.075038,4.338473,5.4249625
1951-01-06,9.718017,5.0767956,5.781984
1951-01-07,11.00039,5.9934254,4.4996095
1951-01-08,9.642479,4.3176,5.8575215
1951-01-09,13.159853,3.9070585,2.340147
1951-01-10,12.559323,5.373403,2.940677
1951-01-11,10.415799,7.344354,5.0842004
1951-01-12,12.494085,5.8149962,3.005915
1951-01-13,12.354416,4.9995894,3.1455839
1951-01-14,12.026296,5.8719916,3.4737046
1951-01-15,12.198191,4.928365,3.3018093
1951-01-16,12.082071,3.9857082,3.4179285
1951-01-17,6.9350467,8.0589905,8.564954
1951-01-18,8.73115,8.499442,6.7688503
1951-01-19,8.818529,6.3515105,6.6814704
1951-01-20,7.733989,5.118845,7.7660108
1951-01-21,8.580813,3.6643696,6.919187
1951-01-22,9.490636,4.0910935,6.0093646
1951-01-23,10.814669,2.7846835,4.6853313
1951-01-24,11.8216915,3.9205291,3.6783087
1951-01-25,12.478476,3.3303492,3.0215244
1951-01-26,12.167617,3.1069098,3.3323834
1951-01-27,15.557294,2.6247332,-0.057293475
1951-01-28,16.240116,1.8521271,-0.74011654
1951-01-29,17.39911,2.0320103,-1.8991112
1951-01-30,15.975831,3.7425785,-0.4758307
1951-01-31,13.583777,3.4318583,1.9162229
1951-02-01,12.078917,4.022374,3.4210835
1951-02-02,10.426859,5.011775,5.0731406
1951-02-03,12.779738,4.072273,2.7202616
1951-02-04,12.209262,9.339587,3.2907379
1951-02-05,11.369659,7.48342,4.1303406
1951-02-06,13.616878,4.331179,1.8831229
1951-02-07,13.111647,4.4476447,2.3883536
1951-02-08,10.028669,5.7614517,5.4713306
1951-02-09,12.622291,3.4445803,2.8777096
1951-02-10,13.080331,3.2795188,2.4196694
1951-02-11,13.09339,4.6884737,2.4066098
1951-02-12,12.4637,2.9742587,3.0363
1951-02-13,13.707713,3.3540452,1.7922865
1951-02-14,13.747214,3.3065732,1.7527853
1951-02-15,13.939914,2.4710846,1.5600863
1951-02-16,11.063021,5.3001556,4.4369793
1951-02-17,11.142465,6.9322066,4.357536
1951-02-18,11.147547,7.8966775,4.352453
1951-02-19,11.60988,6.2595253,3.8901193
1951-02-20,12.393696,5.5798855,3.1063044
1951-02-21,12.752521,5.6789393,2.7474794
1951-02-22,12.548,5.6449566,2.9519994
1951-02-23,11.882085,4.2230506,3.6179154
1951-02-24,12.496319,2.5074444,3.003681
1951-02-25,13.710832,4.472171,1.7891682
1951-02-26,13.852992,3.2542248,1.6470084
1951-02-27,12.739732,3.0159693,2.760268
1951-02-28,12.914344,1.966745,2.5856564
1951-03-01,12.102916,2.6081316,3.397084
1951-03-02,10.314466,2.429248,5.1855335
1951-03-03,13.858632,3.9328349,1.641368
1951-03-04,13.582064,2.5659928,1.9179367
1951-03-05,13.67626,2.4678607,1.8237404
1951-03-06,12.884842,3.1735497,2.6151583
1951-03-07,11.456278,5.6563187,4.043722
1951-03-08,12.677619,6.911906,2.8223813
1951-03-09,13.921792,6.289801,1.5782083
1951-03-10,14.635885,1.8960876,0.8641146
1951-03-11,13.226758,2.1214983,2.2732425
1951-03-12,12.866567,3.040269,2.6334329
1951-03-13,9.996245,5.505739,5.503754
1951-03-14,9.46283,7.564671,6.0371704
1951-03-15,9.817903,4.026322,5.682098
1951-03-16,9.894955,3.2181237,5.6050453
1951-03-17,7.071667,4.1485014,8.428332
1951-03-18,9.435501,5.849945,6.0644994
1951-03-19,11.773695,3.6574676,3.7263048
1951-03-20,13.753873,2.7662046,1.7461275
1951-03-21,12.510291,5.689776,2.989709
1951-03-22,6.434242,7.737907,9.065759
1951-03-23,8.337614,7.667703,7.162386
1951-03-24,11.904357,7.4119964,3.5956428
1951-03-25,11.980201,5.287342,3.5197995
1951-03-26,10.918932,4.589226,4.581068
1951-03-27,12.400311,4.9373007,3.0996888
1951-03-28,13.423792,3.8341162,2.076208
1951-03-29,13.659585,3.4053938,1.8404145
1951-03-30,13.786915,3.7654934,1.7130847
1951-03-31,12.607369,5.088567,2.8926306
1951-04-01,10.2816305,4.8746104,5.2183695
1951-04-02,10.57604,4.5204153,4.9239597
1951-04-03,9.468194,4.783735,6.0318065
1951-04-04,7.883191,6.878904,7.6168094
1951-04-05,9.176649,4.4611645,6.323351
1951-04-06,8.266547,3.8990595,7.2334533
1951-04-07,10.799247,4.5712395,4.700753
1951-04-08,10.183168,5.4934583,5.316832
1951-04-09,10.706813,5.788736,4.7931867
1951-04-10,11.078624,5.2350965,4.4213758
1951-04-11,11.100771,3.7952106,4.399229
1951-04-12,7.6902375,8.377249,7.8097625
1951-04-13,10.256847,5.6867537,5.243152
1951-04-14,11.531918,5.065423,3.9680822
1951-04-15,10.200898,5.8946414,5.2991023
1951-04-16,8.99032,6.808184,6.50968
1951-04-17,9.976956,4.185196,5.523043
1951-04-18,8.478361,2.7408855,7.0216384
1951-04-19,8.974687,4.7970214,6.525314
1951-04-20,9.116359,3.812678,6.383641
1951-04-21,10.677925,4.672539,4.822075
1951-04-22,9.664266,3.55324,5.835734
1951-04-23,6.8477907,2.862133,8.652209
1951-04-24,3.535874,1.8015548,11.964127
1951-04-25,3.3086066,2.5520594,12.191394
1951-04-26,7.025695,3.9454682,8.474305
1951-04-27,10.122857,4.170404,5.3771434
1951-04-28,11.082785,4.6821804,4.417215
1951-04-29,11.826142,3.5393486,3.6738577
1951-04-30,10.941157,4.36317,4.558842
1951-05-01,8.944928,3.9343863,6.5550714
1951-05-02,7.7275653,4.968492,7.7724347
1951-05-03,6.4691515,3.3502407,9.0308485
1951-05-04,7.5115786,3.8655088,7.988421
1951-05-05,7.6209564,3.7730849,7.8790436
1951-05-06,7.31683,4.721002,8.18317
1951-05-07,8.675067,5.7857075,6.8249335
1951-05-08,10.064919,6.7277756,5.43508
1951-05-09,8.5893755,5.661318,6.910625
1951-05-10,7.5902567,5.4132233,7.909743
1951-05-11,7.9077454,3.5064557,7.5922546
1951-05-12,6.2948194,2.6815414,9.205181
1951-05-13,6.28867,4.5595026,9.211329
1951-05-14,7.5108504,4.2683635,7.989149
1951-05-15,5.686286,4.881282,9.813714
1951-05-16,7.1213307,4.4820676,8.378669
1951-05-17,7.4935966,5.2191815,8.006404
1951-05-18,5.228008,5.933369,10.271993
1951-05-19,4.378328,4.14566,11.121673
1951-05-20,4.3959723,3.110672,11.104028
1951-05-21,4.0831833,3.8034973,11.416817
1951-05-22,5.407369,4.854072,10.092631
1951-05-23,2.357535,3.9955986,13.142465
1951-05-24,1.1881022,3.9273703,14.311897
1951-05-25,1.7384048,3.31365,13.761596
1951-05-26,3.806333,3.251233,11.693667
1951-05-27,5.2868447,5.573728,10.213155
1951-05-28,4.466689,3.6885068,11.033311
1951-05-29,4.8428483,4.781016,10.657151
1951-05-30,6.0593505,4.3330226,9.44065
1951-05-31,4.681853,5.364527,10.818147
1951-06-01,3.6572926,4.0282793,11.842708
1951-06-02,4.05486,2.0639145,11.44514
1951-06-03,2.4091058,1.6081413,13.090894
1951-06-04,2.2320883,2.1504157,13.267911
1951-06-05,1.6701205,2.0220296,13.82988
1951-06-06,1.03992,2.4195414,14.46008
1951-06-07,3.9923658,4.573214,11.507634
1951-06-08,4.8814063,4.5734677,10.618594
1951-06-09,4.510092,2.9655197,10.989907
1951-06-10,2.3950098,3.3808277,13.104991
1951-06-11,1.7633233,3.5843172,13.736676
1951-06-12,0.3995055,5.646127,15.100494
1951-06-13,0.5402539,6.5500317,14.959746
1951-06-14,0.0,6.154308,15.756004
1951-06-15,0.6085343,3.7752168,14.891465
1951-06-16,1.9166946,3.6755238,13.583305
1951-06-17,2.0614522,5.5419536,13.438548
1951-06-18,3.285383,3.5764773,12.214618
1951-06-19,3.2508612,3.3747137,12.249139
1951-06-20,2.0438912,3.7432363,13.456109
1951-06-21,0.033531882,3.1849928,15.466469
1951-06-22,0.0,2.9880173,15.66594
1951-06-23,1.7075351,4.0227146,13.792465
1951-06-24,1.4242483,3.4053414,14.075752
1951-06-25,2.249391,4.9063363,13.250609
1951-06-26,4.282653,5.677668,11.217347
1951-06-27,2.4328644,3.893141,13.067135
1951-06-28,1.9068493,2.1874692,13.593151
1951-06-29,1.1872339,2.0520782,14.312766
1951-06-30,0.6191803,1.9405818,14.88082
1951-07-01,0.0,2.515198,17.189465
1951-07-02,0.0,2.9654796,17.474785
1951-07-03,0.0,3.9239874,17.355856
1951-07-04,1.2966986,3.8058395,14.203301
1951-07-05,1.9250861,2.9281895,13.574914
1951-07-06,0.0,5.3228383,16.826914
1951-07-07,0.0,4.8911223,16.217691
1951-07-08,0.26548964,3.5218961,15.234511
1951-07-09,0.536313,4.7406697,14.963687
1951-07-10,0.0,6.189785,16.983503
1951-07-11,0.0,5.107634,16.05395
1951-07-12,1.8646736,4.2619624,13.635326
1951-07-13,2.72426,3.201514,12.775741
1951-07-14,2.2395566,1.6150929,13.260444
1951-07-15,1.1686974,2.584171,14.331303
1951-07-16,0.0,3.2281601,15.892547
1951-07-17,0.0,3.4561718,17.403755
1951-07-18,0.0,3.195654,17.14932
1951-07-19,0.0,3.20582,17.895458
1951-07-20,0.0,2.8091915,17.591475
1951-07-21,0.0,2.4593618,18.05617
1951-07-22,0.0,3.2991717,17.28034
1951-07-23,1.8703355,4.9512925,13.629664
1951-07-24,1.7800827,4.6862907,13.719917
1951-07-25,0.029893562,2.9941988,15.470107
1951-07-26,0.0,3.6736748,16.76161
1951-07-27,0.0,4.4659915,17.03289
1951-07-28,0.0,3.548833,17.34489
1951-07-29,0.0,2.812465,15.779265
1951-07-30,0.0,3.4525387,17.012291
1951-07-31,0.0,3.7740023,17.975573
1951-08-01,0.0,3.043959,17.054522
1951-08-02,0.0,4.1045146,16.561125
1951-08-03,0.0,4.943297,17.335676
1951-08-04,0.0,2.4745338,16.537018
1951-08-05,0.0,3.1993587,15.548592
1951-08-06,0.055130817,2.9348543,15.44487
1951-08-07,0.76477474,4.905109,14.735226
1951-08-08,0.867146,2.5534241,14.632854
1951-08-09,0.9651375,3.7101762,14.5348625
1951-08-10,1.4133438,4.1961136,14.086656
1951-08-11,1.6447041,4.6097364,13.855296
1951-08-12,2.0111692,5.774387,13.488831
1951-08-13,3.1462526,4.5360203,12.353747
1951-08-14,2.905764,3.687578,12.594235
1951-08-15,2.718008,2.4297848,12.781993
1951-08-16,1.6448346,2.2703855,13.855165
1951-08-17,1.7390976,3.6646807,13.760902
1951-08-18,1.4838947,4.5741067,14.016106
1951-08-19,0.0,5.306937,15.793587
1951-08-20,1.3397877,4.111119,14.1602125
1951-08-21,1.1099968,4.527797,14.390003
1951-08-22,0.23296095,4.281526,15.267039
1951-08-23,1.5427318,2.9655924,13.957268
1951-08-24,1.7893518,4.995688,13.710648
