date,HDD,daily_mean_wind10m,daily_mean_t2m,HDD_7day_avg,day_name,DOW_effect,winter_year,DSN,estimated_daily_mean_demand_MW
1950-01-07,6.6823535,5.522961,8.817647,8.261591428571428,Saturday,0.0,1950,67,33105.789659895
1950-01-08,7.9432387,4.3251185,7.5567613,7.653858242857143,Sunday,-852.39,1950,68,32267.062842836
1950-01-09,8.905273,2.7364514,6.594726,7.859327442857143,Monday,3876.48,1950,69,37096.670116246
1950-01-10,6.8084707,4.0083466,8.691529,7.901599457142857,Tuesday,4369.05,1950,70,37137.573781647
1950-01-11,5.172726,4.477369,10.327273,7.593553985714286,Wednesday,4389.15,1950,71,36615.797212608
1950-01-12,9.437209,3.2295105,6.0627904,7.7811198428571435,Thursday,4263.68,1950,72,37680.478089073
1950-01-13,8.19859,4.396589,7.30141,7.592551557142857,Friday,3629.33,1950,73,36777.121819308
1950-01-14,7.6777587,3.7260714,7.8222413,7.734752299999999,Saturday,0.0,1950,74,32907.612587993004
1950-01-15,7.1603904,6.472515,8.33961,7.622916828571428,Sunday,-852.39,1950,75,32290.666516929996
1950-01-16,10.624184,5.264104,4.875817,7.8684755428571425,Monday,3876.48,1950,76,37979.053208656
1950-01-17,11.141875,4.764957,4.3581247,8.487533299999999,Tuesday,4369.05,1950,77,38728.662093582
1950-01-18,13.063628,2.7357366,2.4363716,9.614805014285713,Wednesday,4389.15,1950,78,39354.090171288
1950-01-19,14.868519,2.9309657,0.6314807,10.390706442857143,Thursday,4263.68,1950,79,40049.83723772901
1950-01-20,15.423492,4.280301,0.07650758,11.422835300000001,Friday,3629.33,1950,80,40105.537269172004
1950-01-21,15.440191,3.5214999,0.059808616,12.531754199999998,Saturday,0.0,1950,81,36678.884382856995
1950-01-22,13.271046,2.48572,2.2289538,13.404704999999998,Sunday,-852.39,1950,82,35223.686443160004
1950-01-23,13.5078745,3.6084254,1.9921252,13.816660785714285,Monday,3876.48,1950,83,40317.453081419
1950-01-24,16.536386,3.3714552,-1.0363868,14.587305214285715,Tuesday,4369.05,1950,84,41943.21554572201
1950-01-25,16.816149,2.0198085,-1.3161484,15.123379642857143,Wednesday,4389.15,1950,85,41978.741776825
1950-01-26,17.152134,2.026534,-1.6521343,15.449610357142857,Thursday,4263.68,1950,86,42041.98788743
1950-01-27,15.83336,2.5405598,-0.33335996,15.508162928571428,Friday,3629.33,1950,87,41075.36668322801
1950-01-28,15.723045,5.0976233,-0.2230456,15.548570642857143,Saturday,0.0,1950,88,37818.607259193006
1950-01-29,16.84422,5.4183545,-1.3442189,16.059024071428574,Sunday,-852.39,1950,89,37507.172116915004
1950-01-30,15.208366,4.58503,0.2916337,16.30195142857143,Monday,3876.48,1950,90,41640.33922896
1950-01-31,12.721023,3.3805091,2.7789776,15.756899571428571,Tuesday,4369.05,1950,91,40971.016472901
1950-02-01,13.017721,6.2653756,2.4822786,15.214267000000001,Wednesday,4389.15,1950,92,41367.356248486
1950-02-02,10.200306,6.9737396,5.2996936,14.221148714285714,Thursday,4263.68,1950,93,40148.746517515996
1950-02-03,7.854178,7.3754296,7.645822,13.081265571428572,Friday,3629.33,1950,94,38475.661271096
1950-02-04,9.937181,4.63051,5.562818,12.25471357142857,Saturday,0.0,1950,95,34790.10760511001
1950-02-05,11.100012,5.8949013,4.3999877,11.434112428571426,Sunday,-852.39,1950,96,34239.789419293
1950-02-06,12.013068,5.6917624,3.486932,10.977641285714284,Monday,3876.48,1950,97,39064.25473684401
1950-02-07,11.300714,4.9346223,4.199287,10.77474,Tuesday,4369.05,1950,98,39126.350720383
1950-02-08,11.832529,5.772491,3.6674707,10.605426857142858,Wednesday,4389.15,1950,99,39375.34073506
1950-02-09,11.400237,4.787756,4.0997624,10.77684557142857,Thursday,4263.68,1950,100,38982.68969981
1950-02-10,7.163243,8.246195,8.336757,10.678140571428571,Friday,3629.33,1950,101,37516.825736959996
1950-02-11,10.458897,9.1908455,5.041104,10.752671428571428,Saturday,0.0,1950,102,35077.018659225
1950-02-12,10.714073,6.781853,4.7859263,10.697537285714287,Sunday,-852.39,1950,103,33874.59962858
1950-02-13,11.99619,5.6310673,3.5038106,10.695126142857143,Monday,3876.48,1950,104,38795.70952845301
1950-02-14,12.279449,4.942683,3.2205508,10.834945428571428,Tuesday,4369.05,1950,105,39282.53699358
1950-02-15,6.340975,8.072389,9.159025,10.050437714285712,Wednesday,4389.15,1950,106,37672.545949019994
1950-02-16,5.4081206,8.772144,10.09188,9.194421085714286,Thursday,4263.68,1950,107,37081.054235178
1950-02-17,5.7484565,7.2442203,9.751544,8.992308728571428,Friday,3629.33,1950,108,36218.97926816
1950-02-18,5.9253507,5.6484027,9.574649,8.344659257142858,Saturday,0.0,1950,109,32164.76169772
1950-02-19,9.137149,3.5766332,6.3628516,8.1193844,Sunday,-852.39,1950,110,31894.290234218002
1950-02-20,8.314607,5.498058,7.185394,7.593443971428571,Monday,3876.48,1950,111,36486.509992506
1950-02-21,10.944382,3.0527532,4.5556183,7.402720114285714,Tuesday,4369.05,1950,112,37326.59311764801
1950-02-22,11.99354,3.1764352,3.50646,8.2102294,Wednesday,4389.15,1950,113,37910.589984548
1950-02-23,10.408032,3.006543,5.091967,8.924502457142857,Thursday,4263.68,1950,114,37442.31734549401
1950-02-24,8.811776,3.5907176,6.6882243,9.362119528571428,Friday,3629.33,1950,115,36499.67749321
1950-02-25,12.396855,5.334589,3.1031444,10.286620142857142,Saturday,0.0,1950,116,34529.09115035999
1950-02-26,15.042483,4.529362,0.45751643,11.130239285714286,Sunday,-852.39,1950,117,34602.91989365
1950-02-27,15.497875,2.0855613,0.0021244735,12.156420428571428,Monday,3876.48,1950,118,39357.39986354301
1950-02-28,14.307194,3.3028657,1.1928058,12.636822142857143,Tuesday,4369.05,1950,119,39782.639512877
1950-03-01,13.9475155,2.6020405,1.5524846,12.915961499999998,Wednesday,4389.15,1950,120,39626.719115520005
1950-03-02,10.790655,5.564068,4.7093453,12.970621928571429,Thursday,4263.68,1950,121,38966.3707315
1950-03-03,7.5015497,5.739651,7.99845,12.78344674285714,Friday,3629.33,1950,122,37232.357855961
1950-03-04,8.302944,4.1437116,7.197056,12.198602314285717,Saturday,0.0,1950,123,33386.94486292
1950-03-05,8.488876,2.8443325,7.0111237,11.262372742857142,Sunday,-852.39,1950,124,32065.962128169005
1950-03-06,9.482199,2.3093827,6.0178013,10.402990457142858,Monday,3876.48,1950,125,36726.846174561
1950-03-07,9.225835,2.2763743,6.2741656,9.677082028571428,Tuesday,4369.05,1950,126,36878.104091697
1950-03-08,8.386416,2.7432039,7.113583,8.882639242857142,Wednesday,4389.15,1950,127,36432.589352053
1950-03-09,8.413233,3.728611,7.0867667,8.543007528571428,Thursday,4263.68,1950,128,36334.802885894
1950-03-10,10.2229395,3.5458193,5.2770605,8.931777499999999,Friday,3629.33,1950,129,36320.59122330801
1950-03-11,9.425845,5.8501744,6.0741544,9.09219192857143,Saturday,0.0,1950,130,32821.632514224
1950-03-12,10.776349,3.4093578,4.723651,9.418973785714286,Sunday,-852.39,1950,131,32060.454811518
1950-03-13,13.145607,2.8611104,2.354393,9.942317785714286,Monday,3876.48,1950,132,37565.932750824
1950-03-14,11.778734,2.7678063,3.721266,10.307017642857144,Tuesday,4369.05,1950,133,37682.229525393
1950-03-15,7.3859386,5.225058,8.114061,10.164092300000002,Wednesday,4389.15,1950,134,36630.27166696801
1950-03-16,5.5383887,8.14737,9.961612,9.753400257142857,Thursday,4263.68,1950,135,36229.215286132996
1950-03-17,6.6394,7.884646,8.8606,9.241466042857143,Friday,3629.33,1950,136,35703.905009006
1950-03-18,5.4986386,7.9062333,10.001361,8.680436557142857,Saturday,0.0,1950,137,31507.367518736995
1950-03-19,7.4176626,6.009376,8.082337,8.200624214285714,Sunday,-852.39,1950,138,30766.852550456002
1950-03-20,6.9447207,4.715966,8.55528,7.314783314285714,Monday,3876.48,1950,139,34828.017803241004
1950-03-21,7.411273,2.0078218,8.088727,6.690860314285715,Tuesday,4369.05,1950,140,34799.13668141201
1950-03-22,7.9762654,4.1020155,7.5237346,6.775192714285715,Wednesday,4389.15,1950,141,35316.754099109
1950-03-23,5.0609536,3.849291,10.439046,6.706987700000001,Thursday,4263.68,1950,142,34166.175615904
1950-03-24,6.6297626,3.9825146,8.870237,6.70561092857143,Friday,3629.33,1950,143,34002.525802022
1950-03-25,7.7365546,3.5919545,7.7634454,7.025313214285715,Saturday,0.0,1950,144,30709.863228121
1950-03-26,8.787556,3.275212,6.7124443,7.221012271428571,Sunday,-852.39,1950,145,30150.621886697998
1950-03-27,8.647212,3.8290374,6.8527884,7.464225314285714,Monday,3876.48,1950,146,34951.324153598005
1950-03-28,9.482167,3.5527127,6.017833,7.760067314285714,Tuesday,4369.05,1950,147,35704.60210470101
1950-03-29,9.544224,3.8948448,5.955776,7.9840614,Wednesday,4389.15,1950,148,35819.396418604
1950-03-30,9.55797,3.7260044,5.9420295,8.626492314285715,Thursday,4263.68,1950,149,35816.41978642801
1950-03-31,7.609995,5.00013,7.890005,8.766525514285714,Friday,3629.33,1950,150,34767.130000122
1950-11-01,8.943986,2.9946249,6.5560145,10.99374292857143,Wednesday,4389.15,1951,0,37989.566376279
1950-11-02,9.002588,3.6798751,6.497412,10.87769907142857,Thursday,4263.68,1951,1,37984.184960540995
1950-11-03,8.718764,6.298246,6.781236,10.410658357142859,Friday,3629.33,1951,2,37567.77902137
1950-11-04,8.967363,4.8735843,6.532636,9.750824214285714,Saturday,0.0,1951,3,33613.127673283
1950-11-05,10.357402,4.063968,5.1425986,9.484197785714287,Sunday,-852.39,1951,4,33012.50882069
1950-11-06,10.690331,3.6804132,4.8096685,9.409116714285716,Monday,3876.48,1951,5,37785.785169562005
1950-11-07,12.0882635,2.6414695,3.4117367,9.824099642857144,Tuesday,4369.05,1951,6,38699.85932263
1950-11-08,7.2845397,6.6339,8.215461,9.587035885714286,Wednesday,4389.15,1951,7,37801.275998431
1950-11-09,6.9225025,4.68458,8.5774975,9.289880814285713,Thursday,4263.68,1951,8,37179.977029489
1950-11-10,7.5330863,3.2233627,7.9669137,9.120498285714286,Friday,3629.33,1951,9,36473.23726842
1950-11-11,9.10399,4.9206185,6.396011,9.140016428571428,Saturday,0.0,1951,10,33640.510666285
1950-11-12,8.800591,5.4225373,6.699409,8.917614857142857,Sunday,-852.39,1951,11,32727.446631882995
1950-11-13,9.426534,6.5382733,6.073466,8.737072428571429,Monday,3876.48,1951,12,37799.855120033004
1950-11-14,10.6364155,5.3802223,4.8635845,8.529665571428572,Tuesday,4369.05,1951,13,38444.483342928
1950-11-15,11.593982,3.5215533,3.906018,9.145300185714287,Wednesday,4389.15,1951,14,38671.348080499
1950-11-16,10.850456,2.9162512,4.649544,9.706436400000001,Thursday,4263.68,1951,15,38401.665645048
1950-11-17,11.561136,3.0966141,3.9388635,10.281872071428571,Friday,3629.33,1951,16,38212.249229631
1950-11-18,10.543609,5.343823,4.956391,10.487531928571428,Saturday,0.0,1951,17,34704.68718919
1950-11-19,9.775863,5.876925,5.724138,10.6268565,Sunday,-852.39,1951,18,33755.67339319
1950-11-20,9.772049,4.653855,5.7279506,10.676215785714287,Monday,3876.48,1951,19,38317.739127450004
1950-11-21,9.732114,5.6366405,5.7678866,10.547029857142858,Tuesday,4369.05,1951,20,38933.89557962501
1950-11-22,9.651128,4.9341407,5.8488717,10.269479285714285,Wednesday,4389.15,1951,21,38747.437812166994
1950-11-23,9.763884,4.51165,5.7361164,10.114254714285712,Thursday,4263.68,1951,22,38558.032355200005
1950-11-24,12.298506,2.2854679,3.2014945,10.219593285714286,Friday,3629.33,1951,23,38410.217622659
1950-11-25,15.055284,2.1236448,0.44471666,10.864118285714286,Saturday,0.0,1951,24,35832.549685768
1950-11-26,15.79102,2.1786716,-0.29102004,11.723426428571429,Sunday,-852.39,1951,25,35493.748533856
1950-11-27,13.455291,4.18152,2.0447092,12.249603857142857,Monday,3876.48,1951,26,39981.322653949996
1950-11-28,5.6107135,6.4571037,9.889286,11.660832357142857,Tuesday,4369.05,1951,27,38203.368237932
1950-11-29,9.104384,7.3700733,6.395615,11.58272607142857,Wednesday,4389.15,1951,28,39461.348979543
1950-11-30,8.382147,7.964243,7.1178527,11.385335071428571,Thursday,4263.68,1951,29,39156.56303661001
1950-12-01,8.830829,8.193337,6.669172,10.889952642857143,Friday,3629.33,1951,30,38562.93555603
1950-12-02,12.71958,4.3026705,2.78042,10.556280642857143,Saturday,0.0,1951,31,35442.243167995
1950-12-03,15.653263,4.1594276,-0.15326263,10.536601071428572,Sunday,-852.39,1951,32,35496.275612096
1950-12-04,16.49245,3.9828422,-0.9924512,10.97048092857143,Monday,3876.48,1951,33,40601.85559583201
1950-12-05,17.5106,3.9735956,-2.0105982,12.670464714285714,Tuesday,4369.05,1951,34,41935.34909585601
1950-12-06,15.101659,4.260449,0.39834127,13.527218285714286,Wednesday,4389.15,1951,35,41509.139686940005
1950-12-07,11.027008,5.847033,4.472992,13.905055571428571,Thursday,4263.68,1951,36,40477.21392379
1950-12-08,12.16559,2.6310794,3.3344095,14.381450000000001,Friday,3629.33,1951,37,39834.194561854005
1950-12-09,10.35194,2.8910816,5.1480603,14.043215714285713,Saturday,0.0,1951,38,35580.563662656
1950-12-10,8.789186,6.114855,6.710814,13.062633285714286,Sunday,-852.39,1951,39,34467.42837087
1950-12-11,13.226386,3.9750578,2.273614,12.596052714285715,Monday,3876.48,1951,40,40115.951163538004
1950-12-12,15.451882,3.6550562,0.04811735,12.301950142857143,Tuesday,4369.05,1951,41,41175.974800682
1950-12-13,17.291365,2.405511,-1.7913648,12.614765285714286,Wednesday,4389.15,1951,42,41674.044246800004
1950-12-14,16.275953,3.1099901,-0.77595323,13.364614571428573,Thursday,4263.68,1951,43,41572.87427451101
1950-12-15,18.590443,5.516569,-3.0904434,14.282450714285714,Friday,3629.33,1951,44,42337.59919272
1950-12-16,16.950325,5.06758,-1.450325,15.225077142857144,Saturday,0.0,1951,45,38406.464794349995
1950-12-17,14.532159,6.2411213,0.96784073,16.045501857142856,Sunday,-852.39,1951,46,37231.536872583
1950-12-18,14.827804,2.9766092,0.67219657,16.274275857142857,Monday,3876.48,1951,47,41598.544801832
1950-12-19,13.257683,2.3078907,2.242317,15.960818857142856,Tuesday,4369.05,1951,48,41396.157655257004
1950-12-20,13.696666,4.5380692,1.8033339,15.44729042857143,Wednesday,4389.15,1951,49,41761.952545692
1950-12-21,15.6945915,3.7594557,-0.19459148,15.364238785714287,Thursday,4263.68,1951,50,42117.212258332
1950-12-22,15.339982,5.357618,0.1600176,14.899887214285714,Friday,3629.33,1951,51,41490.12488151
1950-12-23,15.017274,3.9602559,0.48272648,14.62373707142857,Saturday,0.0,1951,52,37450.783751448995
1950-12-24,15.694744,2.0443888,-0.19474413,14.789820642857142,Sunday,-852.39,1951,53,36552.731115238
1950-12-25,15.900872,2.7110527,-0.40087268,14.943116071428573,Monday,3876.48,1951,54,41499.81494037701
1950-12-26,15.7965765,3.5421388,-0.29657614,15.305815142857144,Tuesday,4369.05,1951,55,42201.818332043
1950-12-27,15.286926,4.2564116,0.21307342,15.532995142857143,Wednesday,4389.15,1951,56,42243.374190736
1950-12-28,16.302319,4.0170407,-0.8023195,15.619813357142856,Thursday,4263.68,1951,57,42423.52533764701
1950-12-29,17.647585,2.3723452,-2.1475859,15.94947092857143,Friday,3629.33,1951,58,42044.603940511995
1950-12-30,17.02324,3.298424,-1.5232385,16.236037500000002,Saturday,0.0,1951,59,38451.13675499
1950-12-31,14.920532,3.7085743,0.57946736,16.125435785714284,Sunday,-852.39,1951,60,36965.087655193005
1951-01-01,15.6695175,3.802822,-0.16951752,16.092385142857143,Monday,3876.48,1951,61,41931.329923865
1951-01-02,16.44771,3.963131,-0.9477093,16.185404214285715,Tuesday,4369.05,1951,62,42718.6090399
1951-01-03,15.921534,3.5369208,-0.42153332,16.276062500000002,Wednesday,4389.15,1951,63,42526.256733117996
1951-01-04,12.318504,4.737117,3.1814957,15.706946071428572,Thursday,4263.68,1951,64,41281.50529116
1951-01-05,10.075038,4.338473,5.4249625,14.625153642857143,Friday,3629.33,1951,65,39543.60192672
1951-01-06,9.718017,5.0767956,5.781984,13.581550357142858,Saturday,0.0,1951,66,35600.051592616
1951-01-07,11.00039,5.9934254,4.4996095,13.021530071428572,Sunday,-852.39,1951,67,35124.265330423994
1951-01-08,9.642479,4.3176,5.8575215,12.16052457142857,Monday,3876.48,1951,68,38887.64423893
1951-01-09,13.159853,3.9070585,2.340147,11.690830714285713,Tuesday,4369.05,1951,69,40273.51832321501
1951-01-10,12.559323,5.373403,2.940677,11.210514857142856,Wednesday,4389.15,1951,70,40187.755557439996
1951-01-11,10.415799,7.344354,5.0842004,10.938699857142856,Thursday,4263.68,1951,71,39613.63783680999
1951-01-12,12.494085,5.8149962,3.005915,11.284278,Friday,3629.33,1951,72,39482.255954912005
1951-01-13,12.354416,4.9995894,3.1455839,11.660906428571426,Saturday,0.0,1951,73,35780.639995913996
1951-01-14,12.026296,5.8719916,3.4737046,11.807464428571427,Sunday,-852.39,1951,74,34999.189393936
1951-01-15,12.198191,4.928365,3.3018093,12.172566142857145,Monday,3876.48,1951,75,39728.845567120006
1951-01-16,12.082071,3.9857082,3.4179285,12.018597285714288,Tuesday,4369.05,1951,76,39974.731354191994
1951-01-17,6.9350467,8.0589905,8.564954,11.215129242857143,Wednesday,4389.15,1951,77,38775.385251776
1951-01-18,8.73115,8.499442,6.7688503,10.974465100000002,Thursday,4263.68,1951,78,39202.314259934
1951-01-19,8.818529,6.3515105,6.6814704,10.449385671428573,Friday,3629.33,1951,79,38077.64568988901
1951-01-20,7.733989,5.118845,7.7660108,9.789324671428572,Saturday,0.0,1951,80,33695.064074593996
1951-01-21,8.580813,3.6643696,6.919187,9.297112814285713,Sunday,-852.39,1951,81,32712.644597059996
1951-01-22,9.490636,4.0910935,6.0093646,8.910319242857144,Monday,3876.48,1951,82,37666.23937578901
1951-01-23,10.814669,2.7846835,4.6853313,8.729261814285714,Tuesday,4369.05,1951,83,38295.848948879
1951-01-24,11.8216915,3.9205291,3.6783087,9.42735392857143,Wednesday,4389.15,1951,84,39011.483510946004
1951-01-25,12.478476,3.3303492,3.0215244,9.962686214285714,Thursday,4263.68,1951,85,39143.003258501994
1951-01-26,12.167617,3.1069098,3.3323834,10.441127357142857,Friday,3629.33,1951,86,38502.098719418
1951-01-27,15.557294,2.6247332,-0.057293475,11.558742357142858,Saturday,0.0,1951,87,36183.248230382
1951-01-28,16.240116,1.8521271,-0.74011654,12.6529285,Sunday,-852.39,1951,88,35733.405699661
1951-01-29,17.39911,2.0320103,-1.8991112,13.782710499999999,Monday,3876.48,1951,89,41178.925596593006
1951-01-30,15.975831,3.7425785,-0.4758307,14.520019357142855,Tuesday,4369.05,1951,90,41702.307497505004
1951-01-31,13.583777,3.4318583,1.9162229,14.771745857142859,Wednesday,4389.15,1951,91,40974.770521492996
1951-02-01,12.078917,4.022374,3.4210835,14.714665999999998,Thursday,4263.68,1951,92,40433.37922585
1951-02-02,10.426859,5.011775,5.0731406,14.465986285714285,Friday,3629.33,1951,93,39342.88062412
1951-02-03,12.779738,4.072273,2.7202616,14.069192571428571,Saturday,0.0,1951,94,36163.75142467
1951-02-04,12.209262,9.339587,3.2907379,13.493356285714286,Sunday,-852.39,1951,95,35787.22445077
1951-02-05,11.369659,7.48342,4.1303406,12.632006142857142,Monday,3876.48,1951,96,39670.81833135
1951-02-06,13.616878,4.331179,1.8831229,12.29501285714286,Tuesday,4369.05,1951,97,40239.62357637001
1951-02-07,13.111647,4.4476447,2.3883536,12.227565714285713,Wednesday,4389.15,1951,98,40076.356885796995
1951-02-08,10.028669,5.7614517,5.4713306,11.934673142857145,Thursday,4263.68,1951,99,39079.603011527004
1951-02-09,12.622291,3.4445803,2.8777096,12.248306285714287,Friday,3629.33,1951,100,38959.979236313004
1951-02-10,13.080331,3.2795188,2.4196694,12.291248142857143,Saturday,0.0,1951,101,35437.312762858
1951-02-11,13.09339,4.6884737,2.4066098,12.417552142857144,Sunday,-852.39,1951,102,34829.944993117
1951-02-12,12.4637,2.9742587,3.0363,12.573843714285713,Monday,3876.48,1951,103,39105.591639887
1951-02-13,13.707713,3.3540452,1.7922865,12.58682014285714,Tuesday,4369.05,1951,104,40030.07043958201
1951-02-14,13.747214,3.3065732,1.7527853,12.677615428571428,Wednesday,4389.15,1951,105,40056.255136712
1951-02-15,13.939914,2.4710846,1.5600863,13.236364714285713,Thursday,4263.68,1951,106,39998.40091868599
1951-02-16,11.063021,5.3001556,4.4369793,13.013611857142857,Friday,3629.33,1951,107,38819.44834156601
1951-02-17,11.142465,6.9322066,4.357536,12.736773857142856,Saturday,0.0,1951,108,35367.680185795994
1951-02-18,11.147547,7.8966775,4.352453,12.458796285714287,Sunday,-852.39,1951,109,34560.807673325005
1951-02-19,11.60988,6.2595253,3.8901193,12.336822,Monday,3876.48,1951,110,39105.921818553004
1951-02-20,12.393696,5.5798855,3.1063044,12.149105285714286,Tuesday,4369.05,1951,111,39650.357170055
1951-02-21,12.752521,5.6789393,2.7474794,12.007006285714287,Wednesday,4389.15,1951,112,39727.244861802996
1951-02-22,12.548,5.6449566,2.9519994,11.80816142857143,Thursday,4263.68,1951,113,39441.872057406
1951-02-23,11.882085,4.2230506,3.6179154,11.92517057142857,Friday,3629.33,1951,114,38372.728684576
1951-02-24,12.496319,2.5074444,3.003681,12.118578285714284,Saturday,0.0,1951,115,34687.349609454
1951-02-25,13.710832,4.472171,1.7891682,12.484761857142859,Sunday,-852.39,1951,116,34613.75674468999
1951-02-26,13.852992,3.2542248,1.6470084,12.805206428571429,Monday,3876.48,1951,117,39255.31119638801
1951-02-27,12.739732,3.0159693,2.760268,12.854640142857141,Tuesday,4369.05,1951,118,39340.738834253
1951-02-28,12.914344,1.966745,2.5856564,12.877757714285712,Wednesday,4389.15,1951,119,39220.452075170004
1951-03-01,12.102916,2.6081316,3.397084,12.814174285714286,Thursday,4263.68,1951,120,38889.959409916
1951-03-02,10.314466,2.429248,5.1855335,12.590228714285715,Friday,3629.33,1951,121,37561.33066916
1951-03-03,13.858632,3.9328349,1.641368,12.784844857142858,Saturday,0.0,1951,122,35316.262317409
1951-03-04,13.582064,2.5659928,1.9179367,12.766449428571429,Sunday,-852.39,1951,123,34115.456078608004
1951-03-05,13.67626,2.4678607,1.8237404,12.741202,Monday,3876.48,1951,124,38815.034506467004
1951-03-06,12.884842,3.1735497,2.6151583,12.761932000000002,Tuesday,4369.05,1951,125,39142.160390577
1951-03-07,11.456278,5.6563187,4.043722,12.553636857142859,Wednesday,4389.15,1951,126,39013.287620707
1951-03-08,12.677619,6.911906,2.8223813,12.635737285714285,Thursday,4263.68,1951,127,39463.256720569996
1951-03-09,13.921792,6.289801,1.5782083,13.151069571428573,Friday,3629.33,1951,128,39238.43010567
1951-03-10,14.635885,1.8960876,0.8641146,13.262105714285713,Saturday,0.0,1951,129,35120.458913666
1951-03-11,13.226758,2.1214983,2.2732425,13.211347714285713,Sunday,-852.39,1951,130,33806.305356262994
1951-03-12,12.866567,3.040269,2.6334329,13.095677285714286,Monday,3876.48,1951,131,38496.01931788
1951-03-13,9.996245,5.505739,5.503754,12.683020571428571,Tuesday,4369.05,1951,132,38317.68215782
1951-03-14,9.46283,7.564671,6.0371704,12.398242285714286,Wednesday,4389.15,1951,133,38376.11515533
1951-03-15,9.817903,4.026322,5.682098,11.989711428571429,Thursday,4263.68,1951,134,37627.90332855
1951-03-16,9.894955,3.2181237,5.6050453,11.414449000000001,Friday,3629.33,1951,135,36673.112779327
1951-03-17,7.071667,4.1485014,8.428332,10.33384642857143,Saturday,0.0,1951,136,31936.781446244
1951-03-18,9.435501,5.849945,6.0644994,9.792238285714287,Sunday,-852.39,1951,137,31899.21208012
1951-03-19,11.773695,3.6574676,3.7263048,9.636113714285713,Monday,3876.48,1951,138,36921.884899686
1951-03-20,13.753873,2.7662046,1.7461275,10.172917714285713,Tuesday,4369.05,1951,139,38013.56922059601
1951-03-21,12.510291,5.689776,2.989709,10.608269285714286,Wednesday,4389.15,1951,140,38201.00081207
1951-03-22,6.434242,7.737907,9.065759,10.124889142857143,Thursday,4263.68,1951,141,36300.665530369995
1951-03-23,8.337614,7.667703,7.162386,9.902411857142857,Friday,3629.33,1951,142,36143.589318230006
1951-03-24,11.904357,7.4119964,3.5956428,10.592796142857143,Saturday,0.0,1951,143,33760.46777505399
1951-03-25,11.980201,5.287342,3.5197995,10.956324714285714,Sunday,-852.39,1951,144,32652.974673989993
1951-03-26,10.918932,4.589226,4.581068,10.834215714285715,Monday,3876.48,1951,145,36851.71113778001
1951-03-27,12.400311,4.9373007,3.0996888,10.640849714285716,Tuesday,4369.05,1951,146,37762.777250357
1951-03-28,13.423792,3.8341162,2.076208,10.771349857142857,Wednesday,4389.15,1951,147,37919.774847342
1951-03-29,13.659585,3.4053938,1.8404145,11.803541714285714,Thursday,4263.68,1951,148,38062.736911448
1951-03-30,13.786915,3.7654934,1.7130847,12.582013285714286,Friday,3629.33,1951,149,37713.037939204005
1951-03-31,12.607369,5.088567,2.8926306,12.68244357142857,Saturday,0.0,1951,150,33907.03617596
1951-11-01,8.066945,3.5928333,7.4330554,6.974691328571429,Thursday,4263.68,1952,0,36473.816197589
1951-11-02,8.19718,4.194657,7.3028197,6.930838614285714,Friday,3629.33,1952,1,35990.415152476
1951-11-03,10.536749,4.065389,4.9632516,7.588133757142857,Saturday,0.0,1952,2,33301.297365305996
1951-11-04,7.364145,8.30351,8.135856,7.938262571428572,Sunday,-852.39,1952,3,32263.01649981
1951-11-05,5.6547203,6.10057,9.84528,7.913427757142857,Monday,3876.48,1952,4,36114.282496279004
1951-11-06,4.5992527,5.8090615,10.900748,7.582694142857143,Tuesday,4369.05,1952,5,36151.353499732
1951-11-07,5.979681,2.9372466,9.520319,7.199810428571429,Wednesday,4389.15,1952,6,36051.325102276
1951-11-08,5.612197,5.144531,9.887803,6.849132142857142,Thursday,4263.68,1952,7,36083.60823828
1951-11-09,5.7362103,5.1573405,9.76379,6.4975650428571425,Friday,3629.33,1952,8,35407.007536804
1951-11-10,6.087217,4.1859617,9.412784,5.861917614285715,Saturday,0.0,1952,9,31562.094340633004
1951-11-11,5.5879197,4.579203,9.91208,5.6081711428571435,Sunday,-852.39,1952,10,30560.780774797007
1951-11-12,6.584924,2.4947453,8.915075,5.741057385714285,Monday,3876.48,1952,11,35328.531246447
1951-11-13,7.6660366,2.7827165,7.8339634,6.179169371428571,Tuesday,4369.05,1952,12,36360.851335123
1951-11-14,8.094473,2.9911606,7.4055276,6.481282514285714,Wednesday,4389.15,1952,13,36660.614930428
1951-11-15,5.4227233,6.356302,10.077277,6.454214842857143,Thursday,4263.68,1952,14,36247.18184732101
1951-11-16,5.5209002,6.5363774,9.9791,6.423456257142857,Friday,3629.33,1952,15,35682.541335472
1951-11-17,5.7385864,6.804154,9.761414,6.373651885714286,Saturday,0.0,1952,16,32168.523703788
1951-11-18,6.262432,6.3266406,9.237568,6.470010785714286,Sunday,-852.39,1952,17,31451.199541176007
1951-11-19,7.410384,5.1935124,8.089616,6.587933642857143,Monday,3876.48,1952,18,36412.09335273401
1951-11-20,7.1755857,6.457252,8.324414,6.517869228571428,Tuesday,4369.05,1952,19,37030.460111879
1951-11-21,8.501407,7.0970635,6.998594,6.576002657142857,Wednesday,4389.15,1952,20,37605.833100877
1951-11-22,9.187533,5.91518,6.312467,7.113832614285714,Thursday,4263.68,1952,21,37683.849787496
1951-11-23,8.962932,2.996823,6.537068,7.605551442857143,Friday,3629.33,1952,22,36671.155050852
1951-11-24,4.0032387,7.49824,11.496761,7.357644628571428,Saturday,0.0,1952,23,32144.853216345
