dataset,winter_year,n_days_analysis_window,first_analysis_date,last_analysis_date,max_1d_mean_demand_MW,max_1d_window_start,max_1d_window_end,max_7d_mean_demand_MW,max_7d_window_start,max_7d_window_end,max_14d_mean_demand_MW,max_14d_window_start,max_14d_window_end,max_21d_mean_demand_MW,max_21d_window_start,max_21d_window_end,max_28d_mean_demand_MW,max_28d_window_start,max_28d_window_end,max_35d_mean_demand_MW,max_35d_window_start,max_35d_window_end,max_42d_mean_demand_MW,max_42d_window_start,max_42d_window_end,max_49d_mean_demand_MW,max_49d_window_start,max_49d_window_end,max_56d_mean_demand_MW,max_56d_window_start,max_56d_window_end,max_63d_mean_demand_MW,max_63d_window_start,max_63d_window_end,max_70d_mean_demand_MW,max_70d_window_start,max_70d_window_end,max_77d_mean_demand_MW,max_77d_window_start,max_77d_window_end,max_84d_mean_demand_MW,max_84d_window_start,max_84d_window_end
Hannah,1981,144,1980-11-08,1981-03-31,41482.62860179,1981-01-13,1981-01-13,39433.59965739229,1981-01-10,1981-01-16,39180.64235643058,1981-02-14,1981-02-27,38704.5713330491,1981-02-10,1981-03-02,38258.25882877265,1981-02-01,1981-02-28,38091.20042376597,1981-01-30,1981-03-05,37931.251993462116,1980-12-06,1981-01-16,38090.2260147398,1981-01-10,1981-02-27,38095.73152386455,1980-11-27,1981-01-21,38005.30332185909,1981-01-01,1981-03-04,37948.29531184791,1980-12-25,1981-03-04,37906.97719192587,1980-12-18,1981-03-04,37898.791200546584,1980-12-06,1981-02-27
Hannah,1982,144,1981-11-08,1982-03-31,45500.350776307,1982-01-14,1982-01-14,42840.99064684972,1982-01-09,1982-01-15,41944.32035244779,1981-12-12,1981-12-25,41500.656798632146,1981-12-09,1981-12-29,40768.39843974633,1981-12-06,1982-01-02,41004.759694527864,1981-12-12,1982-01-15,40865.508703468644,1981-12-08,1982-01-18,40448.15349894818,1981-12-05,1982-01-22,40063.65218669068,1981-12-04,1982-01-28,39747.60537522378,1981-11-28,1982-01-29,39399.5834775554,1981-11-24,1982-02-01,39121.81682433666,1981-11-24,1982-02-08,39037.1427571762,1981-12-05,1982-02-26
Hannah,1983,144,1982-11-08,1983-03-31,41632.70090262,1983-02-10,1983-02-10,39986.86566801,1983-02-09,1983-02-15,39790.21322171129,1983-02-07,1983-02-20,39547.9574378281,1983-02-03,1983-02-23,39055.29397116908,1983-01-30,1983-02-26,38612.15213996337,1983-01-22,1983-02-25,38440.31806076917,1983-01-18,1983-02-28,38197.04802584375,1983-01-12,1983-03-01,38004.87660993304,1983-01-06,1983-03-02,37935.73150169641,1982-12-22,1983-02-22,38038.9256583976,1982-12-16,1983-02-23,38073.696785037144,1982-12-10,1983-02-24,38099.80964046627,1982-12-02,1983-02-23
Hannah,1984,145,1983-11-08,1984-03-31,41921.512810961,1984-01-25,1984-01-25,40068.52392962914,1984-01-20,1984-01-26,39471.21650402186,1984-01-14,1984-01-27,39066.79648688267,1984-01-12,1984-02-01,38774.509254547935,1984-01-03,1984-01-30,38535.950076371286,1984-01-03,1984-02-06,38471.442855555644,1984-01-12,1984-02-22,38417.811750370696,1984-01-08,1984-02-25,38359.20995134879,1984-01-03,1984-02-27,38232.77902785828,1984-01-01,1984-03-03,38016.70478852381,1983-12-26,1984-03-04,38003.43162088494,1983-12-06,1984-02-20,38012.502796696775,1983-12-06,1984-02-27
Hannah,1985,144,1984-11-08,1985-03-31,44025.334978905004,1985-01-17,1985-01-17,41615.65756647886,1985-02-11,1985-02-17,41248.87239529272,1985-01-07,1985-01-20,40842.56804213667,1985-01-04,1985-01-24,40453.5848770345,1985-01-01,1985-01-28,40045.91297008806,1984-12-25,1985-01-28,39749.06208137683,1985-01-07,1985-02-17,39816.36978074847,1985-01-02,1985-02-19,39684.86543717207,1984-12-27,1985-02-20,39497.126374171494,1984-12-24,1985-02-24,39309.5704383169,1984-12-15,1985-02-22,39149.357703976246,1984-12-11,1985-02-25,38934.84753627207,1984-12-08,1985-03-01
Hannah,1986,144,1985-11-08,1986-03-31,43293.18104852,1986-02-26,1986-02-26,41270.236236829856,1986-02-10,1986-02-16,41038.71197251265,1986-02-10,1986-02-23,41059.22149308824,1986-02-09,1986-03-01,40841.10154956886,1986-02-04,1986-03-03,40579.25112509848,1986-01-28,1986-03-03,40251.423841321644,1986-01-22,1986-03-04,39880.51463651561,1986-01-15,1986-03-04,39765.55468800168,1986-01-07,1986-03-03,39801.11081617471,1985-12-29,1986-03-01,39725.96112333677,1985-12-26,1986-03-05,39464.489687020796,1985-12-23,1986-03-09,39196.528648543914,1985-12-21,1986-03-14
Hannah,1987,144,1986-11-08,1987-03-31,45229.001369803,1987-01-13,1987-01-13,42695.886569172006,1987-01-11,1987-01-17,41539.05199224393,1987-01-07,1987-01-20,40463.6858715481,1987-01-06,1987-01-26,40234.82865431918,1987-01-06,1987-02-02,39759.00531965689,1987-01-02,1987-02-05,39417.430944346524,1986-12-22,1987-02-01,39293.03290276635,1986-12-16,1987-02-02,39123.62788852076,1987-01-02,1987-02-26,38956.57968647215,1986-12-21,1987-02-21,38916.79820043327,1986-12-18,1987-02-25,38833.59839964609,1986-12-12,1987-02-26,38661.50049185144,1986-12-19,1987-03-12
Hannah,1988,145,1987-11-08,1988-03-31,41334.281902416995,1987-12-09,1987-12-09,39608.24639516285,1987-12-09,1987-12-15,39146.416871275644,1987-12-02,1987-12-15,38822.09158345791,1987-11-25,1987-12-15,38272.16452317572,1987-11-22,1987-12-19,37835.72982641874,1988-01-10,1988-02-13,37689.81959303994,1988-01-06,1988-02-16,37616.784947546,1988-01-17,1988-03-05,37592.27641997627,1988-01-11,1988-03-06,37527.53978571434,1988-01-05,1988-03-07,37496.31374646265,1987-11-26,1988-02-03,37564.96513903092,1987-11-28,1988-02-12,37548.58358246339,1987-11-23,1988-02-14
Hannah,1989,144,1988-11-08,1989-03-31,40501.866140139,1988-11-22,1988-11-22,38789.850045125866,1988-11-21,1988-11-27,38126.9235343545,1988-11-20,1988-12-03,37800.57188249366,1988-11-18,1988-12-08,37323.448331689215,1988-11-15,1988-12-12,37135.22277187715,1988-11-19,1988-12-23,36906.63046360524,1988-11-13,1988-12-24,36798.67733961388,1989-01-11,1989-02-28,36758.41600111593,1988-11-19,1989-01-13,36780.05072869389,1988-11-20,1989-01-21,36816.92911605753,1988-11-19,1989-01-27,36827.00740647844,1988-11-19,1989-02-03,36754.31740245855,1988-11-14,1989-02-05
Hannah,1990,144,1989-11-08,1990-03-31,40521.907945228,1989-11-30,1989-11-30,38938.35148112129,1989-11-28,1989-12-04,38578.37913891665,1989-11-26,1989-12-09,38462.006151082525,1989-11-25,1989-12-15,38194.009948249724,1989-11-22,1989-12-19,37879.205542284064,1989-11-23,1989-12-27,37894.01243383612,1989-11-24,1990-01-04,37764.45939641984,1989-11-22,1990-01-09,37579.025565191754,1989-11-23,1990-01-17,37460.13115551248,1989-11-23,1990-01-24,37455.35712099659,1989-11-23,1990-01-31,37372.11966158144,1989-11-22,1990-02-06,37303.64265996438,1989-11-24,1990-02-15
Hannah,1991,144,1990-11-08,1991-03-31,43583.552672294005,1991-02-07,1991-02-07,41676.403014774434,1991-02-06,1991-02-12,40937.97729838658,1991-02-01,1991-02-14,40403.93979907281,1991-01-28,1991-02-17,39988.01643036825,1991-01-24,1991-02-20,39735.091951314,1991-01-13,1991-02-16,39545.67522231729,1991-01-09,1991-02-19,39359.48260137511,1991-01-03,1991-02-20,39169.534605164714,1990-12-27,1991-02-20,39016.65803899491,1990-12-17,1991-02-17,39023.19944595974,1990-12-12,1991-02-19,38996.61516498745,1990-12-05,1991-02-19,38879.68570789079,1990-12-01,1991-02-22
Hannah,1992,145,1991-11-08,1992-03-31,42806.583875506,1991-12-11,1991-12-11,40367.13510476014,1991-12-09,1991-12-15,39559.23238783929,1992-01-21,1992-02-03,39069.373375001865,1992-01-14,1992-02-03,38691.939148449106,1992-01-09,1992-02-05,38247.19679272709,1992-01-07,1992-02-10,38089.06898076574,1992-01-10,1992-02-20,38022.58458784356,1991-12-10,1992-01-27,38210.724133655436,1991-12-08,1992-02-01,38163.87084676408,1991-12-04,1992-02-04,38006.2112266327,1991-12-03,1992-02-10,37937.08009347152,1991-12-06,1992-02-20,37848.90607728379,1991-12-04,1992-02-25
Hannah,1993,144,1992-11-08,1993-03-31,42356.168571815,1992-12-29,1992-12-29,40402.169030095145,1992-12-28,1993-01-03,40124.891652841856,1992-12-22,1993-01-04,39548.11734944495,1992-12-19,1993-01-08,39041.95452765368,1992-12-17,1993-01-13,38629.44490795649,1992-12-09,1993-01-12,38455.87946869136,1992-12-04,1993-01-14,38215.39298609784,1992-12-02,1993-01-19,38036.74191521646,1992-12-03,1993-01-27,37890.978795788644,1992-12-05,1993-02-05,37766.93595021076,1992-11-28,1993-02-05,37750.7787296467,1992-12-19,1993-03-05,37686.51742276937,1992-12-12,1993-03-05
Hannah,1994,144,1993-11-08,1994-03-31,42236.99508827001,1993-11-23,1993-11-23,39726.66215629586,1993-11-23,1993-11-29,39318.45245589608,1993-11-17,1993-11-30,38613.510232239954,1993-12-20,1994-01-09,38384.9918165905,1993-12-23,1994-01-19,38230.11397541997,1993-12-14,1994-01-17,38255.62704804357,1993-11-20,1993-12-31,38289.186045772556,1993-11-20,1994-01-07,38273.858559038825,1993-11-17,1994-01-11,38225.70910260959,1993-11-18,1994-01-19,38139.37706641879,1993-11-15,1994-01-23,38059.884185768395,1993-12-11,1994-02-25,37980.0007462555,1993-11-17,1994-02-08
Hannah,1995,144,1994-11-08,1995-03-31,41156.269876835,1995-01-03,1995-01-03,39059.215994082,1995-01-01,1995-01-07,38454.55195507357,1994-12-22,1995-01-04,38442.52295604724,1994-12-19,1995-01-08,38228.37429107764,1994-12-18,1995-01-14,38125.68541085786,1994-12-20,1995-01-23,38070.776789955,1994-12-20,1995-01-30,37921.260912948776,1994-12-14,1995-01-31,37680.50516729713,1994-12-14,1995-02-07,37542.10896917598,1994-12-14,1995-02-14,37418.75925859751,1994-12-19,1995-02-26,37396.132697618224,1994-12-19,1995-03-05,37382.24200781685,1994-12-15,1995-03-08
Hannah,1996,145,1995-11-08,1996-03-31,43289.93215904,1995-12-28,1995-12-28,41284.30902950386,1995-12-25,1995-12-31,40463.18201694236,1996-01-25,1996-02-07,40017.97516826072,1996-01-21,1996-02-10,39525.27244560603,1995-12-07,1996-01-03,39277.23816473286,1996-01-20,1996-02-23,38962.90451041279,1996-01-20,1996-03-01,38973.781077951695,1995-12-24,1996-02-10,38917.64375133333,1995-12-20,1996-02-13,38943.97129025457,1995-12-09,1996-02-09,38910.99617172066,1995-12-06,1996-02-13,38837.99321710073,1995-12-07,1996-02-21,38768.94060265486,1995-12-05,1996-02-26
Hannah,1997,144,1996-11-08,1997-03-31,43331.97092150599,1997-01-01,1997-01-01,41218.876297261995,1996-12-31,1997-01-06,40935.507045225146,1996-12-28,1997-01-10,40534.463977011095,1996-12-22,1997-01-11,40018.00098057675,1996-12-20,1997-01-16,39610.96258294881,1996-12-20,1997-01-23,39377.89544499741,1996-12-06,1997-01-16,39180.660720354186,1996-12-05,1997-01-22,39093.80819365425,1996-11-18,1997-01-12,38986.802300860116,1996-11-18,1997-01-19,38893.680577586274,1996-11-18,1997-01-26,38808.169796962706,1996-11-19,1997-02-03,38678.71027892829,1996-11-13,1997-02-04
Hannah,1998,144,1997-11-08,1998-03-31,40979.509560536,1997-12-17,1997-12-17,38768.55048270828,1998-01-23,1998-01-29,38630.652302695074,1998-01-22,1998-02-04,38313.61307644896,1998-01-19,1998-02-08,37786.16275453225,1998-01-14,1998-02-10,37565.96523147277,1998-01-01,1998-02-04,37488.78686773981,1997-12-28,1998-02-07,37389.746554202204,1997-12-17,1998-02-03,37422.65250763172,1997-12-15,1998-02-08,37322.61139549196,1997-12-03,1998-02-03,37352.86455188324,1997-12-01,1998-02-08,37204.1829664429,1997-11-25,1998-02-09,37044.33198327808,1997-11-21,1998-02-12
Hannah,1999,144,1998-11-08,1999-03-31,40846.260318443005,1999-01-12,1999-01-12,38748.92719099572,1998-12-02,1998-12-08,37925.810625812286,1999-01-09,1999-01-22,37901.755230636765,1998-11-17,1998-12-07,37702.876358501926,1998-11-14,1998-12-11,37511.172733241,1999-01-10,1999-02-13,37511.34498317138,1999-01-07,1999-02-17,37416.00091816645,1998-12-01,1999-01-18,37407.02707103699,1998-12-21,1999-02-14,37436.54364053599,1998-11-16,1999-01-17,37387.60382173993,1998-11-16,1999-01-24,37350.80239376473,1998-12-02,1999-02-16,37326.51868055422,1998-11-22,1999-02-13
Hannah,2000,145,1999-11-08,2000-03-31,41810.89199808501,1999-12-20,1999-12-20,39275.516214676005,1999-12-15,1999-12-21,38773.64063792228,1999-12-14,1999-12-27,38467.442825876475,1999-12-13,2000-01-02,38172.47020244043,1999-12-14,2000-01-10,38114.786755379886,1999-12-13,2000-01-16,38121.604285245834,1999-12-18,2000-01-28,38100.531347588534,1999-12-12,2000-01-29,37969.91466815133,1999-12-04,2000-01-28,37798.28442471865,1999-12-02,2000-02-02,37630.92946636886,1999-11-20,2000-01-28,37576.83524208403,1999-11-16,2000-01-31,37472.959731751645,1999-12-02,2000-02-23
Hannah,2001,144,2000-11-08,2001-03-31,42078.989054057995,2000-12-29,2000-12-29,40258.01354461943,2000-12-26,2001-01-01,39299.04150788422,2001-01-09,2001-01-22,38997.80140056115,2000-12-28,2001-01-17,39170.806242130035,2000-12-26,2001-01-22,38958.548532566376,2000-12-25,2001-01-28,38815.05201986845,2000-12-23,2001-02-02,38630.5669605199,2000-12-16,2001-02-02,38457.048590589235,2000-12-16,2001-02-09,38255.12424781116,2000-12-15,2001-02-15,38272.330266591984,2000-12-25,2001-03-04,38222.22299761327,2000-12-20,2001-03-06,38134.604346440676,2000-12-13,2001-03-06
Hannah,2002,144,2001-11-08,2002-03-31,42452.083063136,2002-01-02,2002-01-02,40342.372541667006,2001-12-29,2002-01-04,39721.042756957715,2001-12-22,2002-01-04,39367.02376890824,2001-12-20,2002-01-09,39150.204765543465,2001-12-14,2002-01-10,38924.599966035494,2001-12-09,2002-01-12,38586.74876747698,2001-12-08,2002-01-18,38293.108477581285,2001-12-02,2002-01-19,38014.27644497754,2001-12-02,2002-01-26,37768.59302432714,2001-11-25,2002-01-26,37609.60889466559,2001-11-13,2002-01-21,37473.15244856982,2001-11-08,2002-01-23,37329.47353528879,2001-11-08,2002-01-30
Hannah,2003,144,2002-11-08,2003-03-31,42017.403084624006,2003-01-07,2003-01-07,40186.825941597424,2003-01-06,2003-01-12,39110.81807630307,2003-01-03,2003-01-16,38350.05369037933,2003-01-03,2003-01-23,38089.01462695482,2003-01-28,2003-02-24,38139.94882691797,2003-01-03,2003-02-06,37973.58723373298,2002-12-07,2003-01-17,38099.6052732523,2003-01-03,2003-02-20,37968.16270219254,2002-12-31,2003-02-24,37805.37641130387,2002-12-07,2003-02-07,37800.15163423342,2002-12-12,2003-02-19,37868.19983871323,2002-12-08,2003-02-22,37765.38733802524,2002-12-04,2003-02-25
Hannah,2004,145,2003-11-08,2004-03-31,41167.973174932,2004-01-28,2004-01-28,39012.91569833386,2004-02-25,2004-03-02,38472.89495347914,2004-02-19,2004-03-03,38129.23293378962,2003-12-15,2004-01-04,37965.30453177736,2003-12-08,2004-01-04,37782.068149976316,2003-12-06,2004-01-09,37708.844763000714,2003-12-08,2004-01-18,37686.28089597119,2003-12-14,2004-01-31,37669.86430888743,2003-12-07,2004-01-31,37518.33058489122,2003-12-01,2004-02-01,37447.49469294708,2003-11-24,2004-02-01,37375.68346274266,2003-12-18,2004-03-03,37385.27438294011,2003-12-10,2004-03-02
Hannah,2005,144,2004-11-08,2005-03-31,40674.64461298,2005-02-23,2005-02-23,38945.967093647574,2005-02-22,2005-02-28,38811.74853028393,2005-02-20,2005-03-05,38399.31071929938,2005-02-15,2005-03-07,38020.20518984068,2005-02-13,2005-03-12,37711.67189777103,2005-02-07,2005-03-13,37672.373959559074,2005-01-24,2005-03-06,37656.003623945246,2005-01-18,2005-03-07,37548.395763304645,2005-01-12,2005-03-08,37429.96405197506,2005-01-11,2005-03-14,37422.88090787804,2004-12-25,2005-03-04,37465.652979083,2004-12-20,2005-03-06,37453.8658445909,2004-12-16,2005-03-09
Hannah,2006,144,2005-11-08,2006-03-31,41975.991525782,2005-12-29,2005-12-29,39205.86636349615,2006-01-28,2006-02-03,38816.579992230356,2005-11-17,2005-11-30,38457.4901397951,2006-01-22,2006-02-11,38239.85545714246,2005-12-17,2006-01-13,38108.24790016586,2005-12-27,2006-01-30,38221.04428221036,2005-12-26,2006-02-05,38164.03115351496,2005-12-25,2006-02-11,38169.60555913536,2005-11-18,2006-01-12,38049.84904658506,2005-11-16,2006-01-17,38028.83045933774,2005-12-27,2006-03-06,38090.43761181289,2005-11-19,2006-02-03,38077.492318027704,2005-11-18,2006-02-09
Hannah,2007,144,2006-11-08,2007-03-31,40859.55419970699,2007-02-07,2007-02-07,38619.24537492586,2007-02-05,2007-02-11,37910.53428266886,2006-12-19,2007-01-01,37713.758320610956,2007-01-22,2007-02-11,37424.16123851954,2007-01-20,2007-02-16,37118.614419862395,2007-01-14,2007-02-17,37021.0753538815,2006-12-18,2007-01-28,37018.93866933531,2006-12-23,2007-02-09,37155.78795887432,2006-12-19,2007-02-12,37085.714862694294,2006-12-15,2007-02-15,37006.515994917776,2006-12-08,2007-02-15,36883.28138496095,2006-12-05,2007-02-19,36743.25171722685,2006-12-02,2007-02-23
Hannah,2008,145,2007-11-08,2008-03-31,41453.79109427801,2007-12-20,2007-12-20,39658.54749936914,2007-12-16,2007-12-22,39127.83192916436,2007-12-12,2007-12-25,38451.347967442765,2007-12-09,2007-12-29,38231.36699161028,2007-12-11,2008-01-07,38055.45264958935,2007-12-10,2008-01-13,37828.719704132694,2007-12-07,2008-01-17,37544.339536973086,2007-12-01,2008-01-18,37453.98152682149,2007-12-11,2008-02-04,37374.002209831335,2007-11-15,2008-01-16,37370.9999021158,2007-12-13,2008-02-20,37342.79796105628,2007-12-08,2008-02-22,37219.525370235955,2007-12-01,2008-02-22
Hannah,2009,144,2008-11-08,2009-03-31,43064.489049704,2009-01-06,2009-01-06,40690.25039662544,2009-01-04,2009-01-10,40340.36852647387,2008-12-29,2009-01-11,39626.250565791284,2008-12-26,2009-01-15,39157.69825327,2008-12-27,2009-01-23,38926.158350876,2008-12-30,2009-02-02,39053.31940896462,2008-12-30,2009-02-09,39049.350146147735,2008-12-27,2009-02-13,38789.35895976642,2008-12-25,2009-02-18,38635.688179019584,2008-12-12,2009-02-12,38675.70502209236,2008-12-05,2009-02-12,38704.66608569238,2008-11-29,2009-02-13,38612.51443818749,2008-11-23,2009-02-14
Hannah,2010,144,2009-11-08,2010-03-31,43990.796711040006,2010-01-07,2010-01-07,41673.747047922436,2010-01-04,2010-01-10,41064.37959640857,2010-01-01,2010-01-14,40601.53538165357,2009-12-23,2010-01-12,40603.1547921356,2009-12-18,2010-01-14,40226.047153198284,2009-12-14,2010-01-17,39862.55648135081,2009-12-16,2010-01-26,39724.69243145908,2009-12-17,2010-02-03,39536.86081515006,2009-12-17,2010-02-10,39448.67773018148,2009-12-16,2010-02-16,39393.155139585775,2009-12-16,2010-02-23,39236.19207809223,2009-12-12,2010-02-26,39092.363542483945,2009-12-15,2010-03-08
Hannah,2011,144,2010-11-08,2011-03-31,43691.610609392,2010-12-07,2010-12-07,42272.81553524658,2010-12-20,2010-12-26,41332.42011595929,2010-12-15,2010-12-28,41022.188784856764,2010-12-06,2010-12-26,41093.807846863,2010-11-29,2010-12-26,40865.12343493766,2010-11-25,2010-12-29,40499.46055913464,2010-11-25,2011-01-05,40235.520077337904,2010-11-24,2011-01-11,39837.75756991811,2010-11-18,2011-01-12,39554.68339534972,2010-11-24,2011-01-25,39496.533825454455,2010-11-24,2011-02-01,39309.136093199166,2010-11-20,2011-02-04,39099.75769522082,2010-11-14,2011-02-05
Hannah,2012,145,2011-11-08,2012-03-31,42264.17901434,2012-02-08,2012-02-08,40249.09137394557,2012-02-02,2012-02-08,39980.85578783207,2012-01-31,2012-02-13,39249.06019429496,2012-01-26,2012-02-15,38756.69869726454,2012-01-16,2012-02-12,38579.384996765686,2012-01-13,2012-02-16,38205.87370136322,2012-01-10,2012-02-20,37986.68510220262,2012-01-02,2012-02-19,37755.608046855785,2011-12-28,2012-02-21,37807.188390614116,2011-12-14,2012-02-14,37820.37622583868,2011-12-07,2012-02-14,37755.30508018107,2011-12-05,2012-02-19,37632.486549268324,2011-11-30,2012-02-21
Hannah,2013,144,2012-11-08,2013-03-31,42378.478275978,2013-01-22,2013-01-22,40810.27647920071,2013-01-16,2013-01-22,40286.70937835235,2013-01-13,2013-01-26,39419.399520054285,2013-01-10,2013-01-30,38941.57575970358,2013-01-12,2013-02-08,38827.648552684775,2013-01-10,2013-02-13,38704.59365312794,2013-01-14,2013-02-24,38639.506140005,2013-01-11,2013-02-28,38441.516850493805,2013-01-09,2013-03-05,38303.48325577777,2013-01-11,2013-03-14,38184.286257784384,2013-01-12,2013-03-22,38188.64451193331,2013-01-12,2013-03-29,38103.024754906524,2012-12-04,2013-02-25
Hannah,2014,144,2013-11-08,2014-03-31,39449.722638012005,2013-11-19,2013-11-19,37832.32733520629,2013-11-19,2013-11-25,37570.49087844736,2014-01-23,2014-02-05,37448.72160171591,2014-01-24,2014-02-13,37423.52030263211,2014-01-20,2014-02-16,37365.40861460555,2014-01-12,2014-02-15,37276.29987603688,2013-12-25,2014-02-04,37258.884730080084,2013-12-28,2014-02-14,37274.56433821948,2013-12-22,2014-02-15,37215.922302458144,2013-12-17,2014-02-17,37131.34591222477,2013-12-10,2014-02-17,37140.31477265603,2013-11-19,2014-02-03,37138.279199652316,2013-11-19,2014-02-10
Hannah,2015,144,2014-11-08,2015-03-31,41159.159165396006,2015-01-20,2015-01-20,39282.21801972443,2015-02-01,2015-02-07,38846.298718398924,2015-01-28,2015-02-10,38906.389100392335,2015-01-19,2015-02-08,38716.62611135371,2015-01-16,2015-02-12,38418.97899165217,2015-01-14,2015-02-17,38336.63642157998,2014-12-29,2015-02-08,38295.70780698366,2014-12-26,2015-02-12,38134.83496657178,2014-12-25,2015-02-18,38018.66118654619,2014-12-24,2015-02-24,37969.519221254195,2014-12-05,2015-02-12,37890.71038085447,2014-12-03,2015-02-17,37830.810804002525,2014-12-03,2015-02-24
Hannah,2016,145,2015-11-08,2016-03-31,41007.82752644,2016-01-20,2016-01-20,39119.81452681343,2016-01-15,2016-01-21,38487.437794307145,2016-01-10,2016-01-23,37878.08448885771,2016-01-03,2016-01-23,37406.20129063846,2016-01-01,2016-01-28,37257.83140292386,2016-01-13,2016-02-16,37323.04198724938,2016-01-09,2016-02-19,37244.561429207184,2016-01-12,2016-02-29,37239.104670575,2016-01-07,2016-03-02,37215.6319048446,2016-01-07,2016-03-09,37121.13610150209,2016-01-01,2016-03-10,36996.01745593182,2015-12-31,2016-03-16,36845.43413636115,2015-12-28,2016-03-20
Hannah,2017,144,2016-11-08,2017-03-31,41546.03514893999,2017-01-26,2017-01-26,39090.602099951146,2017-01-21,2017-01-27,38481.82291271664,2017-01-17,2017-01-30,38184.53031258733,2017-01-11,2017-01-31,38162.209579224895,2017-01-02,2017-01-29,38087.327928101346,2016-12-27,2017-01-30,37899.064025335,2017-01-02,2017-02-12,37897.14352935808,2016-12-27,2017-02-13,37778.84335194097,2016-12-21,2017-02-14,37617.980687147814,2016-12-17,2017-02-17,37433.9434293972,2016-11-23,2017-01-31,37459.09760261882,2016-11-29,2017-02-13,37434.33852445652,2016-11-23,2017-02-14
Hannah,2018,144,2017-11-08,2018-03-31,43099.75826104,2018-03-01,2018-03-01,40286.27176334686,2018-02-26,2018-03-04,39055.51146064672,2018-02-22,2018-03-07,38486.501218316094,2018-02-11,2018-03-03,38541.84634122282,2018-02-05,2018-03-04,38344.668583797,2018-01-31,2018-03-06,38065.197080508384,2018-01-25,2018-03-07,38065.82299673235,2018-01-16,2018-03-05,38052.58213224898,2018-01-07,2018-03-03,38007.44402658576,2018-01-01,2018-03-04,37979.94217041187,2017-12-27,2018-03-06,37848.521905172085,2017-12-23,2018-03-09,37975.067254731795,2017-12-10,2018-03-03
Hannah,2019,144,2018-11-08,2019-03-31,41338.868336536,2019-01-23,2019-01-23,39381.31694068743,2019-01-28,2019-02-03,38938.13643298957,2019-01-21,2019-02-03,38637.859470161624,2019-01-17,2019-02-06,38226.91979524571,2019-01-09,2019-02-05,38067.74805714346,2019-01-02,2019-02-05,37876.39976836712,2019-01-02,2019-02-12,37620.502106694286,2018-12-24,2019-02-10,37611.8954695007,2018-12-13,2019-02-06,37532.446629145576,2018-12-11,2019-02-11,37391.61355519867,2018-12-08,2019-02-15,37263.57071506107,2018-11-21,2019-02-05,37241.072646660745,2018-11-20,2019-02-11
Hannah,2020,145,2019-11-08,2020-03-31,39811.989109252,2019-12-04,2019-12-04,37876.25857587157,2019-11-29,2019-12-05,37461.91753775636,2019-12-01,2019-12-14,37452.40846521877,2019-11-29,2019-12-19,37280.24702534043,2019-11-29,2019-12-26,37153.48161139534,2019-11-14,2019-12-18,37106.3422447235,2019-11-09,2019-12-20,37054.32390922729,2019-11-09,2019-12-27,37003.681341825504,2019-11-09,2020-01-03,36985.79243334827,2019-11-29,2020-01-30,36921.004881055545,2019-11-13,2020-01-21,36936.212812064325,2019-11-14,2020-01-29,36927.303879367755,2019-11-08,2020-01-30
